Collection ID,Game ID,Name,Expansion,Version ID,Version,Status,Min Players,Max Players,Recommended Players,Best Players,Min Duration,Max Duration,Weight,Plays,Last Play,Rating,BGG Rating,Rank,Estimated Value,altnames,Publisher,Artist,Domain,Family,SuggestedAge,BggImage,Mechanisms,Categories,Designer,YearPublished
-,336382,Marvel United: X-Men,-,-,-,-,1,5,"1, 2, 3, 4, 5","3, 4",40,40,1.9916,0,-,-,7.08682,401,156.76,,CMON Global Limited,Édouard Guiton,Family Games,Admin: Better Description Needed! Comic Books: Marvel Universe Comic Books: The X-Men Components: Miniatures Crowdfunding: Kickstarter Game: United Players: Games with Solitaire Rules Theme: Chibis Theme: Superheroes,8.5,336382.jpg,Cooperative Game Hand Management Modular Board Solo / Solitaire Game Team-Based Game Variable Player Powers,Card Game Comic Book / Strip Fighting,Andrea Chiarvesio,2021
-,314491,Meadow,-,-,-,-,1,4,"1, 2, 3",2,60,90,2.253,0,-,-,7.33854,215,30.75,,Rebel Studio,Karolina Kijak,Family Games Strategy Games,Digital Implementations: Tabletopia Game: Meadow (Rebel Studio) Mechanism: Tableau Building Theme: Ecology Theme: Nature Theme: Trees and Forests,9.33,314491.jpg,"Hand Management Layering Open Drafting Set Collection Solo / Solitaire Game Worker Placement, Different Worker Types",Animals Card Game Environmental Puzzle,Klemens Kalicki,2021
-,209010,Mechs vs. Minions,-,-,-,-,2,4,"2, 3, 4",4,60,120,2.4545,0,-,-,7.62426,90,85.18,,Riot Games,Danny Beck,Strategy Games Thematic Games,Components: Game Trayz Inside Components: Miniatures Components: Official Music Soundtrack Components: Sand Timers Components: Standees Mechanism: Campaign Games Misc: Made by Panda Misc: Watch It Played How To Videos Theme: Robots Theme: Teaching Programming,9.76,209010.jpg,Action Queue Bias Cooperative Game Dice Rolling Modular Board Open Drafting Programmed Movement Role Playing Variable Player Powers,Fantasy Fighting Miniatures Video Game Theme,Chris Cantrell,2016
-,10630,Memoir '44,-,-,-,-,2,4,2,2,30,45,2.2729,0,-,-,7.33071,221,50.37,,Days of Wonder,Cyrille Daujean,Wargames,Components: Miniatures Country: France Country: Germany Country: USA Digital Implementations: Board Game Arena Game: Memoir '44 Misc: Dice Tower Hall of Fame Series: Commands & Colors,8.87,010630.png,Area Majority / Influence Campaign / Battle Card Driven Command Cards Dice Rolling Die Icon Resolution Grid Movement Hand Management Hexagon Grid Line of Sight Modular Board Movement Points Scenario / Mission / Campaign Game Simulation Team-Based Game Variable Set-up,Miniatures Wargame World War II,Richard Borg,2004
-,25292,Merchants & Marauders,-,-,-,-,2,4,"2, 3, 4",4,180,180,3.2613,0,-,-,7.07364,415,43.76,商人與掠奪者,Z-Man Games,Ben Nelson,Thematic Games,Components: Map (Continental / National scale) History: Age of Discovery Occupation: Merchant Region: Caribbean Sea Theme: Colonial Theme: Pirates,11.93,025292.jpg,Action Points Area Movement Bias Dice Rolling Events Pick-up and Deliver Race Variable Player Powers Variable Set-up,Adventure Fighting Nautical Pike and Shot Pirates Transportation,Kasper Aagaard,2010
75858160,318977,MicroMacro: Crime City,-,-,-,"Prevowned,Wanttoplay",1,4,"1, 2, 3",2,15,45,1.101,0,-,7.2,7.21461,291,23.19,小城大案：罪惡城市|小城大案：罪惡都市,Edition Spielwiese,Daniel Goll,Family Games,Components: Map (City Scale) Game: MicroMacro Mechanism: Campaign Games Misc: Limited Replayability Theme: City Theme: Mystery / Crime,9.56,318977.jpg,Cooperative Game Deduction Scenario / Mission / Campaign Game Solo / Solitaire Game,Deduction Murder / Mystery,Johannes Sich,2020
54874416,239840,Micropolis,-,-,-,Prevowned,2,6,"2,3,4,5,6","3,4",30,30,1.76,0,-,8,6.8,2797,13.4,迷你都市,,,,,,,,,,
-,284653,Mind MGMT: The Psychic Espionage “Game.”,-,-,-,-,1,5,"1, 2, 3, 4, 5","2, 3",60,60,2.9097,0,-,-,7.17417,323,65.49,,Off the Page Games,Matt Kindt,Strategy Games,Components: Digital Hybrid - App/Website Required Components: Game Trayz Inside Components: Player Screens Components: Standees Crowdfunding: Kickstarter Crowdfunding: Spieleschmiede Digital Implementations: Board Game Arena Digital Implementations: Tabletopia Players: One versus Many Theme: Psychology,12,284653.jpg,Cooperative Game Deduction Grid Movement Hidden Movement Paper-and-Pencil Point to Point Movement Team-Based Game Variable Player Powers,Comic Book / Strip Deduction Spies / Secret Agents,Jay Cormier,2021
-,345584,Mindbug: First Contact,-,-,-,-,2,2,2,2,15,25,1.9336,0,-,-,7.07184,418,26.44,,Nerdlab Games,Denis Martynets,Family Games Strategy Games,Category: Two-Player Fighting Games Crowdfunding: Kickstarter Digital Implementations: Steam Digital Implementations: TableTop Simulator Mod (TTS) Digital Implementations: Tabletopia Game: Mindbug Players: Two-Player Only Games,8.83,345584.png,Hand Management Take That,Card Game Fantasy Fighting Science Fiction,Skaff Elias,2022
122000000,424203,Minecart Town,-,-,-,Wanttoplay,1,4,"1,2,3,4",-,30,45,1.86,0,-,-,7,8617,41.61,,,,,,,,,,,
-,176920,Mission: Red Planet (Second/Third Edition),-,-,-,-,2,6,"3, 4, 5, 6",4,45,90,2.2143,0,-,-,7.06403,429,22.75,,Fantasy Flight Games,Andrew Bosley,Strategy Games,Components: Miniatures Space: Colonization / Extraterrestrial Colonisation Space: Mars Theme: Mining Theme: Steampunk,10.59,176920.jpg,Action Retrieval Area Majority / Influence Area Movement Hand Management Simultaneous Action Selection Take That Turn Order: Role Order,Science Fiction,Bruno Cathala,2015
85817355,285533,Miyabi,-,-,-,Wanttoplay,2,4,"2,3,4","2,3",45,45,2.04,0,-,7,7.4,1667,16.37,,,,,,,,,,,
85170269,344768,Mobile Markets: A Smartphone Inc. Game,-,-,-,"Own,Wanttoplay",1,4,"1,2,3,4",-,40,80,2.8,0,-,8,7.1,2864,15.14,手機帝國2,,,,,,,,,,
-,118,Modern Art,-,-,-,-,3,5,"3, 4, 5","4, 5",45,45,2.2783,0,-,-,7.33003,222,42.22,現代藝術,Hans im Glück,Carole Carrion,Strategy Games,Components: Player Screens Misc: Dice Tower Hall of Fame Misc: LongPack Games Series: 31 Minutos (Fractal Juegos) Series: Book Box (DiceTree) Theme: Art Theme: Fine Art and Art Museums Theme: Mail / Stamps / The Post Office Theme: Painting / Paintings,10.67,000118.png,Auction / Bidding Auction: English Auction: Once Around Auction: Sealed Bid Auction: Turn Order Until Pass Commodity Speculation Hand Management Victory Points as a Resource,Card Game Economic,Reiner Knizia,1992
-,172386,Mombasa,-,-,-,-,2,4,"2, 3, 4",4,75,150,3.8883,0,-,-,7.47665,144,47.11,,eggertspiele,Klemens Franz,Strategy Games,Components: Gems/Crystals Components: Map (Continental / National scale) Components: Wooden pieces & boards Continents: Africa Game: Mombasa Mechanism: Tableau Building Theme: Colonial,13,172386.jpg,"Action Queue Area Majority / Influence Deck, Bag, and Pool Building Hand Management Investment Open Drafting Simultaneous Action Selection Stock Holding Turn Order: Claim Action Variable Player Powers Victory Points as a Resource Worker Placement",Economic Post-Napoleonic,Alexander Pfister,2015
138524297,125,Money!,-,-,-,Own,2,5,"3,4,5","4,5",15,30,1.56,0,-,-,6.6,2375,8.55,,,,,,,,,,,
-,156546,Monikers,-,-,-,-,4,16,"4, 5, 6, 7, 8, 9, 10, 11, 12","6, 8, 10",30,60,1.0909,0,-,-,7.20203,302,16.39,,CMYK,Cécile Gariépy,Party Games,Crowdfunding: Kickstarter Mechanism: Give a Clue / Get a Clue Traditional Games: Charades,13.83,156546.png,Acting Communication Limits Open Drafting Role Playing Singing Team-Based Game,Card Game Humor Mature / Adult Party Game Print & Play,Alex Hague,2015
81175015,330403,Moon Adventure,-,-,-,"Own,Wanttoplay",2,5,"1,2,3,4,5",-,40,40,2.24,0,-,7.7,6.7,4546,18.06,月球探險,,,,,,,,,,
77494395,63975,Mountain Goats,-,-,-,Own,2,4,"2,3,4",4,20,20,1.22,0,-,7,6.8,1574,12.03,山羊爬山,,,,,,,,,,
34595894,72287,Mr. Jack Pocket,-,-,-,Own,2,2,2,2,15,15,1.83,0,-,6,6.8,1211,4.78,開膛手傑克口袋版,,,,,,,,,,
74792266,109969,Mutant Meeples,-,-,-,"Own,Wanttoplay",2,7,"2,3,4,5,6",4,45,45,2.44,0,-,8,6.6,4906,17.21,米寶超進化,,,,,,,,,,
-,295486,My City,-,-,-,-,2,4,"2, 3, 4",4,30,30,1.9815,0,-,-,7.24683,268,19.22,傳城事記,KOSMOS,Michael Menzel,Family Games Strategy Games,Admin: Better Description Needed! Components: Polyominoes Digital Implementations: Board Game Arena Mechanism: Campaign Games Mechanism: Legacy Misc: LongPack Games Misc: Watch It Played How To Videos Series: My City (Kosmos) Theme: City,8.59,295486.jpg,Bingo Catch the Leader Grid Coverage Legacy Game Pattern Building Scenario / Mission / Campaign Game Tile Placement,City Building,Reiner Knizia,2020
-,181304,Mysterium,-,-,-,-,2,7,"3, 4, 5, 6, 7","5, 6",42,42,1.8899,0,-,-,7.04844,445,23.02,,Libellud,Igor Burlakov,Family Games Thematic Games,Components: Official Music Soundtrack Components: Player Screens Components: Sand Timers Creatures: Ghosts Digital Implementations: Steam Game: Mysterium Holidays: Halloween Mechanism: Give a Clue / Get a Clue Mechanism: Image Interpretation Theme: Spooky Old Houses,8.63,181304.jpg,Communication Limits Cooperative Game Deduction Finale Ending Hand Management Pattern Recognition Real-Time Storytelling Voting,Deduction Murder / Mystery Party Game Real-time,Oleksandr Nevskiy,2015
110000000,342894,Mythic Mischief,-,-,-,Wanttoplay,1,4,"1,2,4",2,45,90,2.53,0,-,8.5,7.5,1855,65.3,,,,,,,,,,,
-,126042,Nations,-,-,-,-,1,5,"1, 2, 3, 4","3, 4",40,200,3.54,0,-,-,7.24176,272,39.56,,Lautapelit.fi,Ossi Hiekkala,Strategy Games,Game: Nations Historical Figures: Various Mechanism: Tableau Building Players: Games with Solitaire Rules,13.04,126042.png,Contracts End Game Bonuses Events Hidden Victory Points Income Open Drafting Tags Turn Order: Stat-Based Variable Player Powers Variable Set-up Worker Placement,Card Game Civilization Economic,Rustan Håkansson,2013
-,66589,Navegador,-,-,-,-,2,5,"2, 3, 4, 5",4,60,90,3.0819,0,-,-,7.12466,365,41.43,,PD-Verlag,Marina Fahrenbach,Strategy Games,Components: Map (Global Scale) Components: Wooden pieces & boards Country: Portugal Digital Implementations: Yucata Game: Navegador History: Age of Discovery Region: The World Series: Rondel (Mac Gerdts) Theme: Colonial,11.91,066589.jpg,Advantage Token Area Movement Market Rondel,Economic Exploration Nautical Renaissance,Mac Gerdts,2010
-,195421,Near and Far,-,-,-,-,2,4,"2, 3, 4",3,90,120,2.9035,0,-,-,7.22847,278,43.64,,Red Raven Games,Ryan Laukat,Thematic Games,Components: Book as Board Components: Map (Regional scale) Crowdfunding: Kickstarter Digital Implementations: Tabletopia Mechanism: Campaign Games Misc: Forteller Audio Narration Misc: Made by Panda Setting: World of Arzium,10.6,195421.jpg,Closed Drafting Contracts Dice Rolling End Game Bonuses Hand Management Movement Points Multiple Maps Narrative Choice / Paragraph Network and Route Building Open Drafting Point to Point Movement Push Your Luck Resource to Move Scenario / Mission / Campaign Game Set Collection Storytelling Tags Variable Player Powers Worker Placement,Adventure Exploration Fantasy Fighting,Ryan Laukat,2017
-,167355,Nemesis,-,-,-,-,1,5,"1, 2, 3, 4, 5","4, 5",90,180,3.4874,0,-,-,7.95007,25,191.78,復仇女神號,Awaken Realms,Piotr Foksowicz,Thematic Games,Category: Dungeon Crawler Components: Dice with Icons Components: Miniatures Components: Polyhedral (not D6) dice Creatures: Aliens / Extraterrestrials Crowdfunding: Kickstarter Crowdfunding: Modian Game: Nemesis Misc: Eastar Game Manufacturing Players: Games with Solitaire Rules,13.17,167355.png,Campaign / Battle Card Driven Cooperative Game Dice Rolling Hand Management Hidden Roles Interrupts Modular Board Player Elimination Semi-Cooperative Game Solo / Solitaire Game Team-Based Game Traitor Game Variable Player Powers,Adventure Horror Miniatures Science Fiction,Adam Kwapiński,2018
-,310100,Nemesis: Lockdown,-,-,-,-,1,5,"1, 2, 3, 4, 5","4, 5",90,180,3.9158,0,-,-,7.5166,129,159.16,復仇女神號：全面封鎖,Awaken Realms,Jakub Dzikowski,Thematic Games,Category: Dungeon Crawler Components: Dice with Icons Components: Miniatures Components: Polyhedral (not D6) dice Creatures: Aliens / Extraterrestrials Crowdfunding: Kickstarter Digital Implementations: Steam Game: Nemesis Misc: Eastar Game Manufacturing Players: Games with Solitaire Rules Space: Mars Theme: Survival,14,310100.jpg,Campaign / Battle Card Driven Cooperative Game Dice Rolling Hidden Roles Interrupts Modular Board Player Elimination Semi-Cooperative Game Solo / Solitaire Game Traitor Game Variable Player Powers,Adventure Exploration Horror Miniatures Science Fiction,Adam Kwapiński,2022
-,187617,Nemo's War (Second Edition),-,-,-,-,1,4,1,1,60,120,3.295,0,-,-,7.08542,402,50.48,,Victory Point Games,Ian O'Toole,Thematic Games Wargames,"Authors: Jules Verne Books: 20,000 Leagues Under the Sea Components: Gems/Crystals Country: USA Crowdfunding: Kickstarter Digital Implementations: Tabletopia Game: Nemo's War Misc: LongPack Games Players: Games with Solitaire Rules Players: Wargames with Solitaire Rules Theme: Submarines Theme: Under the Sea",13.65,187617.jpg,Action Points Area Majority / Influence Cooperative Game Dice Rolling Point to Point Movement Push Your Luck Simulation Solo / Solitaire Game Stat Check Resolution,Adventure Exploration Nautical Novel-based Science Fiction Travel Wargame,Chris Taylor (I),2017
-,21241,Neuroshima Hex,-,-,-,-,2,4,"2, 3, 4",2,30,30,2.6084,0,-,-,7.07405,413,28.12,,Portal Games,Mateusz Bielski,Strategy Games,Components: HexHex5 Grids Components: HexHex7 Grids Digital Implementations: Google Play Digital Implementations: Steam Digital Implementations: Tabletopia Game: Neuroshima Hex Setting: Neuroshima Theme: Mech Warfare Theme: Post-Apocalyptic Versions & Editions: Board Game Versions of Role-Playing Games,10.9,021241.png,Area Majority / Influence Connections Grid Movement Hand Management Hexagon Grid Line of Sight Player Elimination Solo / Solitaire Game Team-Based Game Tile Placement Variable Player Powers,Collectible Components Fighting Puzzle Science Fiction,Michał Oracz,2006
73593577,300877,New York Zoo,-,-,-,Wanttoplay,1,5,"1,2,3,4",3,30,60,1.96,0,-,5.8,7,914,14.97,紐約動物園,,,,,,,,,,
54480339,244711,Newton,-,-,-,Wanttoplay,1,4,"1, 2, 3, 4",3,90,90,3.3717,0,-,7.2,7.02863,467,26.89,牛頓,Cranio Creations,Klemens Franz,Strategy Games,Components: Map (Continental / National scale) Components: Multi-Use Cards Continents: Europe Digital Implementations: Board Game Arena Digital Implementations: Tabletopia Digital Implementations: Yucata Game: Newton Mechanism: Tableau Building Occupation: Researcher / Scientist Players: Games with Solitaire Rules Theme: Physics Theme: Science,12.53,244711.jpg,"Action Retrieval Closed Drafting Deck, Bag, and Pool Building End Game Bonuses Hand Management Income Open Drafting Point to Point Movement Solo / Solitaire Game Tech Trees / Tech Tracks Tile Placement Turn Order: Progressive Variable Set-up",Age of Reason Travel,Simone Luciani,2018
71795386,286287,Newton: Great Discoveries Expansion,Y,-,-,Wanttoplay,1,4,"1,2,3,4",2,90,90,3,0,-,7.5,7.8,0,21.5,牛頓：偉大發現擴,,,,,,,,,,
107000000,353545,Next Station: London,-,-,-,Wanttoplay,1,4,"1,2,3,4","2,4",25,30,1.48,0,-,7.5,7.4,580,9.26,下一站：倫敦,,,,,,,,,,
-,293014,Nidavellir,-,-,-,-,2,5,"2, 3, 4, 5",3,45,45,2.1175,0,-,-,7.26539,254,35.6,,GRRRE Games,Jean-Marie Minguez,Family Games Strategy Games,Components: Scoring pad Creatures: Dwarves & Gnomes Digital Implementations: Board Game Arena Digital Implementations: Game Park Mythology: Norse,9.76,293014.jpg,Auction / Bidding Auction: Multiple Lot Auction: Sealed Bid Constrained Bidding End Game Bonuses Selection Order Bid Set Collection Simultaneous Action Selection,Card Game Fantasy Mythology,Serge Laget,2020
-,25554,Notre Dame,-,-,-,-,2,5,"2, 3, 4, 5","3, 4",45,75,2.7398,0,-,-,7.0305,466,32.27,聖母院,alea,Harald Lieske,Strategy Games,Animals: Rats Cities: Paris (France) Country: France Digital Implementations: BrettspielWelt Series: Alea Big Box Theme: Plague Epidemic,10.69,025554.jpg,Area Majority / Influence Closed Drafting Point to Point Movement,Economic Renaissance,Stefan Feld,2007
67673838,284435,Nova Luna,-,-,-,"Own,Wanttoplay",1,4,"1,2,3,4",2,30,60,1.88,0,-,7.8,7.3,622,16.14,新月任務,,,,,,,,,,
116783668,396790,Nucleum,-,-,-,"Own,Wanttoplay",1,4,"1, 2, 3, 4",3,60,150,4.1876,0,-,7,7.48745,142,40.81,核子激盪,Board&Dice,Andreas Resch,Strategy Games,Components: Map (Regional scale) Digital Implementations: Tabletopia History: Industrial Revolution Misc: GettingGames Tutorial Videos Misc: LongPack Games Region: Saxony (Germany) Theme: Alternate History Theme: Electricity Generation,14.18,396790.jpg,Action Retrieval Contracts End Game Bonuses Hand Management Income Market Network and Route Building Solo / Solitaire Game Tech Trees / Tech Tracks Variable Player Powers,Economic Industry / Manufacturing Science Fiction,Simone Luciani,2023
-,234277,Nusfjord,-,-,-,-,1,5,"1, 2, 3, 4, 5","1, 3",20,100,2.8477,0,-,-,7.10487,384,52.39,,Lookout Games,Patrick Soeder,Strategy Games,Animals: Fish / Fishes Country: Norway Players: Games with Solitaire Rules Series: Harvest (Uwe Rosenberg) Theme: Fishing / Angling,10.71,234277.jpg,Open Drafting Turn Order: Claim Action Worker Placement,Economic Nautical,Uwe Rosenberg,2017
-,291572,Oath,-,-,-,-,1,6,"3, 4, 5",4,45,150,4.1246,0,-,-,7.1691,328,94.25,,Leder Games,Kyle Ferrin,Strategy Games Thematic Games,Admin: Better Description Needed! Crowdfunding: Kickstarter Digital Implementations: TableTop Simulator Mod (TTS) Game: Oath Mechanism: Campaign Games Mechanism: Tableau Building Players: Games with Solitaire Rules,13.43,291572.jpg,Action Points Area Majority / Influence Area Movement Dice Rolling Modular Board Negotiation Scenario / Mission / Campaign Game Storytelling Take That Variable Set-up,Economic Fantasy Negotiation Political Territory Building Wargame,Cole Wehrle,2021
-,251661,Oathsworn: Into the Deepwood,-,-,-,-,1,4,"1, 2, 3, 4","2, 4",30,90,3.6947,0,-,-,7.72737,63,213.34,守誓者：深入密林,Shadowborne Games,Francesca Baerald,Thematic Games,Category: Dungeon Crawler Components: Miniatures Components: Standees Crowdfunding: Kickstarter Mechanism: Campaign Games Players: Games with Solitaire Rules Theme: Boss Battle,13.94,251661.jpg,"Action Points Card Play Conflict Resolution Cooperative Game Deck, Bag, and Pool Building Dice Rolling Hand Management Hexagon Grid Modular Board Pattern Recognition Push Your Luck Role Playing Scenario / Mission / Campaign Game Storytelling Variable Player Powers",Adventure Card Game Dice Exploration Fantasy Fighting Miniatures Mythology Puzzle,Jamie Jolly,2022
-,231733,Obsession,-,-,-,-,1,4,"1, 2, 3, 4",2,30,90,3.1106,0,-,-,7.71931,66,91.36,,Kayenta Games,Dan Hallagan,Strategy Games Thematic Games,Components:  Meeples Country: England Crowdfunding: Kickstarter Digital Implementations: Board Game Arena Game: Obsession History: Regency Era Mechanism: Tableau Building Misc: Made by Panda Players: Games with expansions that change player count Players: Games with Solitaire Rules Theme: Love / Romance,12.47,231733.png,"Action Retrieval Closed Drafting Deck, Bag, and Pool Building Hand Management Solo / Solitaire Game Worker Placement",Post-Napoleonic,Dan Hallagan,2018
138524307,428636,Oddland,-,-,-,"Own,Wanttoplay",1,5,"2,3,4","3,4",40,40,1.6,0,-,-,7,5818,21.33,,,,,,,,,,,
68698385,184267,On Mars,-,-,-,Wanttoplay,1,4,"1, 2, 3, 4",3,90,150,4.6264,0,-,7.2,7.73947,58,95.03,火星之上,Eagle-Gryphon Games,Ian O'Toole,Strategy Games,Crowdfunding: Kickstarter Digital Implementations: Tabletopia Game: On Mars Misc: Made by Panda Players: Games with Solitaire Rules Space: Colonization / Extraterrestrial Colonisation Space: Earth's Solar System Space: Mars,14.31,184267.jpg,Contracts Delayed Purchase End Game Bonuses Hexagon Grid Income Movement Points Set Collection Solo / Solitaire Game Tech Trees / Tech Tracks Tile Placement Variable Phase Order Worker Placement,City Building Economic Exploration Science Fiction Space Exploration Territory Building,Vital Lacerda,2020
68725175,251412,On Tour,-,-,-,"Own,Wanttoplay",1,8,"1,2,3,4,5,6,7,8",-,20,20,1.4,0,-,7.6,6.8,1484,13.9,,,,,,,,,,,
103635437,360706,On Tour: Paris and New York,-,-,-,"Own,Wanttoplay",1,8,"1,2,3,4,5,6,7,8","3,4",20,30,1.89,0,-,7.8,7,6296,20.18,,,,,,,,,,,
-,160477,Onitama,-,-,-,-,2,2,2,2,15,20,1.6589,0,-,-,7.13593,356,16.22,形意棋,Arcane Wonders,Jun Kondo,Abstract Games,Category: Combinatorial Components: 5 x 5 Grids Containers: Magnetic Flip Box Country: Japan Digital Implementations: Board Game Arena Digital Implementations: Tabletopia Game: Onitama Players: Two-Player Only Games Series: Dice Tower Essentials,8.37,160477.jpg,Grid Movement Hand Management Pattern Movement Square Grid Static Capture,Abstract Strategy,Shimpei Sato,2014
-,70149,Ora et Labora,-,-,-,-,1,4,"1, 2, 3, 4",3,60,180,3.887,0,-,-,7.28718,244,52.73,祈禱與工作,Lookout Games,Klemens Franz,Strategy Games,Country: France Country: Ireland Food & Drink: Beer Food & Drink: Wine Mechanism: Tableau Building Players: Games with Solitaire Rules Religious: Monks/Abbots & Monasteries/Abbeys Series: Harvest (Uwe Rosenberg),12.54,070149.jpg,"Increase Value of Unchosen Resources Modular Board Network and Route Building Worker Placement Worker Placement, Different Worker Types",City Building Economic Industry / Manufacturing Medieval Religious Territory Building,Uwe Rosenberg,2011
113590050,352695,Oranienburger Kanal,-,-,-,"Own,Wanttoplay",1,2,"1,2","1,2",45,45,3.22,0,-,8,8,1648,111.46,奧拉寧堡運河,,,,,,,,,,
-,164928,Orléans,-,-,-,-,2,5,"2, 3, 4",4,90,90,3.0116,0,-,-,7.85869,36,50.89,奧爾良,dlp games,Klemens Franz,Strategy Games,Cities: Orléans (France) Components:  Meeples Components: Map (Continental / National scale) Country: France Crowdfunding: Kickstarter Crowdfunding: Wspieram Digital Implementations: Board Game Arena Digital Implementations: Tabletopia Game: Orléans Misc: Made by Panda Players: Games with expansions that add solo play Religious: Monks/Abbots & Monasteries/Abbeys,10.97,164928.jpg,"Contracts Deck, Bag, and Pool Building End Game Bonuses Events Kill Steal Point to Point Movement Simultaneous Action Selection Tech Trees / Tech Tracks Turn Order: Progressive Variable Set-up Worker Placement, Different Worker Types",Medieval Religious Travel,Reiner Stockhausen,2014
84466441,313807,Oros,-,-,-,"Own,Wanttoplay",1,4,"3,4",3,60,120,3.33,0,-,8.2,7.2,2414,23.09,奧羅斯山,,,,,,,,,,
137078173,426229,Overparked,-,-,-,"Own,Wanttoplay",1,5,"3,4,5",-,20,30,1.75,0,-,8.5,7.3,7260,40,超擠停車場,,,,,,,,,,
-,319910,Pagan: Fate of Roanoke,-,-,-,-,2,2,2,2,30,60,3.0278,0,-,-,7.04435,453,54.55,,Wyrmgold GmbH,Maren Gutt,Customizable Games Strategy Games,Contests: Fastaval Design Competition Crowdfunding: Kickstarter Digital Implementations: Board Game Arena Game: Pagan Fate of Roanoke Misc: LongPack Games Players: Two-Player Only Games Theme: Witches,12.5,319910.png,Action Points Area Majority / Influence Deck Construction Deduction Hand Management Turn Order: Claim Action Variable Player Powers Worker Placement,Adventure Bluffing Card Game Deduction Fantasy,Kasper Kjær Christiansen,2022
-,266810,Paladins of the West Kingdom,-,-,-,-,1,4,"1, 2, 3",2,90,120,3.7097,0,-,-,7.65981,79,38.64,西國聖騎士,Garphill Games,Mihajlo Dimitrievski,Strategy Games,Crowdfunding: Kickstarter Digital Implementations: Tabletopia History: Francia Mechanism: Tableau Building Players: Games with Solitaire Rules Series: Medieval Trilogies (Garphill Games) Series: The West Kingdom Trilogy (Garphill Games),13.36,266810.png,"End Game Bonuses Market Open Drafting Solo / Solitaire Game Worker Placement Worker Placement, Different Worker Types",Medieval,S J Macdonald,2019
-,300531,Paleo,-,-,-,-,2,4,"2, 3, 4","2, 3",45,60,2.6559,0,-,-,7.30764,234,39.3,石器時代2.0史前部落,Hans im Glück,Dominik Mayer,Strategy Games Thematic Games,Animals: Mammoths Animals: Wolves Category: DIZED Tutorial Digital Implementations: Tabletopia Mechanism: Campaign Games Theme: Art Theme: Survival,9.28,300531.jpg,"Action / Event Cooperative Game Deck, Bag, and Pool Building Memory Scenario / Mission / Campaign Game Simultaneous Action Selection Variable Set-up",Card Game Exploration Prehistoric,Peter Rustemeyer,2020
99287793,304510,Pampero,-,-,-,"Own,Wanttoplay",1,4,"1,2,3,4",-,60,150,3.91,0,-,8.4,7.5,2293,85.25,乘風起,,,,,,,,,,
-,303057,Pan Am,-,-,-,-,2,4,"2, 3, 4","3, 4",60,60,2.4047,0,-,-,7.04228,456,11.93,,Funko Games,Migy Blanco,Strategy Games,Brands: Airlines Components: Map (Global Scale) Region: The World Theme: Retro,10.67,303057.jpg,Auction / Bidding Auction: Fixed Placement Connections Constrained Bidding Dice Rolling Events Income Investment Stock Holding Turn Order: Claim Action Turn Order: Progressive Worker Placement,Aviation / Flight Economic Transportation,Prospero Hall,2020
-,30549,Pandemic,-,-,-,-,2,4,"2, 3, 4",4,45,45,2.3942,0,-,-,7.40415,171,20.63,瘟疫危機,Z-Man Games,Josh Cappel,Family Games Strategy Games,Components: Map (Global Scale) Components: Multi-Use Cards Containers: Unique Shape Digital Implementations: Apple App Store Digital Implementations: Board Game Arena Digital Implementations: Google Play Digital Implementations: Steam Game: Pandemic Medical: Diseases Misc: BGG Hall of Fame Misc: Dice Tower Hall of Fame Misc: Made by Panda Misc: Watch It Played How To Videos Occupation: Dispatcher Occupation: Medic / Doctor / Nurses Occupation: Researcher / Scientist Players: Games with expansions that add solo play Players: Games with expansions that change player count Region: The World Theme: Science,9.66,030549.jpg,Action Points Chaining Contracts Cooperative Game Events Hand Management Multi-Use Cards Point to Point Movement Set Collection Simulation Solo / Solitaire Game Tags Trading Variable Player Powers Variable Set-up,Medical Travel,Matt Leacock,2008
-,314040,Pandemic Legacy: Season 0,-,-,-,-,2,4,"2, 3, 4",4,45,60,3.1828,0,-,-,7.73581,60,39.78,瘟疫危機傳承：第零季,Z-Man Games,Dan Gerlach,Strategy Games Thematic Games,Components: Map (Global Scale) Decades: The 1960's Digital Implementations: Tabletopia Game: Pandemic History: Cold War Mechanism: Campaign Games Mechanism: Legacy Medical: Diseases Misc: Limited Replayability Misc: Made by Panda Misc: Watch It Played How To Videos Occupation: Medic / Doctor / Nurses Occupation: Researcher / Scientist Theme: Alternate History Theme: Retro Versions & Editions: Legacy Versions of Non-Legacy Games,13.03,314040.jpg,Action Points Cooperative Game Hand Management Legacy Game Point to Point Movement Scenario / Mission / Campaign Game Set Collection Tags Trading Variable Player Powers,Medical Spies / Secret Agents,Rob Daviau,2020
-,161936,Pandemic Legacy: Season 1,-,-,-,-,2,4,"2, 3, 4",4,60,60,2.8278,0,-,-,8.34705,3,37.1,瘟疫危機︰承傳,Z-Man Games,Chris Quilliams,Strategy Games Thematic Games,Components: Map (Global Scale) Components: Multi-Use Cards Game: Pandemic Mechanism: Campaign Games Mechanism: Legacy Medical: Diseases Misc: Limited Replayability Misc: Made by Panda Occupation: Dispatcher Occupation: Medic / Doctor / Nurses Occupation: Researcher / Scientist Region: The World Theme: Science Versions & Editions: Legacy Versions of Non-Legacy Games,11.36,161936.png,Action Points Cooperative Game Hand Management Legacy Game Multi-Use Cards Point to Point Movement Scenario / Mission / Campaign Game Set Collection Tags Trading Variable Player Powers,Environmental Medical,Rob Daviau,2015
